Year,Week,Most Volatile Stocks,Volatility Top Ten,Least Volatile Stocks,Volatility Bottom Ten
2013,16,AMD,3.6609475292576557,PCAR,1.1737387105191046
2013,16,DLTR,3.399613443325994,XYL,1.1760585569073476
2013,16,SYY,3.3919033158684813,ETN,1.1802885099911091
2013,16,AZO,3.2091911727330116,SRE,1.1813355270648922
2013,16,AVB,3.203263531924398,AGN,1.1825796480641384
2013,16,CMG,3.162870235618354,FBHS,1.0997467647972934
2013,16,EQIX,3.1452782906953476,HD,1.155523698496206
2013,17,PCLN,3.809116058874742,ADM,1.167004430043022
2013,17,HIG,3.4220681093008567,AEP,1.1957430374449534
2013,17,SRE,3.4080250903549767,DUK,1.197655008836651
2013,17,AMD,3.387211754040402,MO,1.1992610652504578
2013,17,HBI,3.3551490580593475,MCD,1.2340954966391062
2013,17,CNC,3.2103628867711302,AVY,1.2510770306548105
2013,17,DIS,3.1792830823076517,TAP,1.2784774568586073
2013,17,TRV,3.1436842833462064,CTXS,1.2849360093944857
2013,17,ISRG,3.104634251933861,NTRS,1.2850185220465915
2013,17,XEC,3.096389767945047,HP,1.2877186849138254
2013,18,RL,3.325683502980661,CBOE,1.3033256112028941
2013,18,AMD,3.2761919678595226,BRK.B,1.3200053634585474
2013,18,LRCX,3.242557268538828,ARE,0.8815308785396727
2013,18,PCLN,3.219127903937622,NKE,1.1273688264726842
2013,18,NLSN,3.1865482626231185,COL,1.1882340242950655
2013,18,HAS,3.049591738007862,AGN,1.2089648670995066
2013,18,REGN,3.0428275399265363,RHT,1.2118991632307694
2013,18,REG,2.964413622844788,EMR,1.2253684124701842
2013,18,RF,2.935647262759862,EXPE,1.233857395405732
2013,18,COO,2.929786184679531,DFS,1.2365950614893326
2013,19,AMD,3.877035714612674,V,1.3019773574881448
2013,19,ARNC,3.6276753679907534,AIG,1.3072365140152011
2013,19,VNO,3.5065423495042083,MA,1.3225599421819076
2013,19,FTI,3.399264634241388,CTSH,1.329354340109012
2013,19,CCL,3.308036419963191,MKC,1.329923825566849
2013,19,LRCX,3.189962264439253,ZION,1.3449965253521248
2013,19,AMZN,3.145076452626324,GGP,1.1089766288458427
2013,19,NFLX,3.141867978139931,EQR,1.1457132364539875
2013,19,PCLN,3.0565883980426163,MKC,1.2090515313578676
2013,19,CDNS,3.038772173897013,AGN,1.2265880505359208
2013,20,AMZN,3.68897229127744,FLR,1.237346023703814
2013,20,PCLN,3.5908490021865314,DISCK,1.2593171994958063
2013,20,SPG,3.5674470618607095,MAT,1.301607805753771
2013,20,CMG,3.4510683709467456,HCA,1.323013549112828
2013,20,RL,3.3163320279333646,VIAB,1.3284598521669553
2013,20,AVY,3.2606783008809304,MCO,1.356865239989447
2013,20,BLK,3.239892931980866,HCP,1.3583662411305315
2013,20,MYL,3.1943364970244086,LEN,1.35905456106319
2013,20,MLM,3.1714924375359836,ORLY,1.3660928478340129
2013,20,TSS,3.166851473347401,LOW,1.36858316455096
2013,21,UAL,3.6941871230983585,WBA,1.0846564486142074
2013,21,AMD,3.6762711540757893,GIS,1.0888911987727448
2013,21,EW,3.4321279242148655,BF.B,1.1013959731658045
2013,21,XRAY,3.252830504724045,TGT,1.1112666411230356
2013,21,XEC,3.2430385315858716,RCL,1.168478846102867
2013,21,ATVI,3.122767170595654,AET,1.170080137671831
2013,21,CMG,3.121891204330648,EMR,1.1752768036369257
2013,21,CI,3.092933336748081,AAP,1.20625508811619
2013,21,CMI,3.074866990065128,AYI,1.2186750394638906
2013,21,DHI,3.024396161747743,MSFT,1.2491149822084724
2013,22,REGN,3.4721767039212326,CPB,1.2572503813866618
2013,22,ITW,3.3853616865837446,MAC,1.2601766240563879
2013,22,PCLN,3.3289949405890815,ADI,1.2906824000905495
2013,22,WY,3.308781214205667,HON,1.3114128625542312
2013,22,AXP,3.2737128515614247,FTI,1.001104696745696
2013,22,AES,3.175170932761402,ECL,1.0454078335510435
2013,22,EXPD,3.171955782979198,NOV,1.0899816189687805
2013,22,AIV,3.1112964997276036,RHT,1.1056067524741486
2013,22,RHT,3.0705625217946997,NEM,1.140026521218775
2013,22,MU,3.0632786306771855,MMC,1.1504813736042276
2013,23,AZO,3.4857685881402114,VRTX,1.1830459863239882
2013,23,PCLN,3.355947173454228,SNA,1.2057446228058857
2013,23,RF,3.2948644894294388,CAG,1.207121098836922
2013,23,BAC,3.2206020476717994,COF,1.222023476424622
2013,23,CMG,3.152386116991706,LOW,1.2263986232758053
2013,23,XEC,3.096642169796696,VZ,1.258628416385489
2013,23,ZTS,3.0635092366622168,ANDV,1.2708999835352826
2013,23,SHW,2.9943162994987214,MOS,1.2945146448851608
2013,23,TMO,2.984269974992451,PCAR,0.9975314019725736
2013,23,KR,2.9671030818887423,GIS,1.0683130913983336
2013,24,RF,3.710335095356053,HUM,1.1254708132196245
2013,24,PCLN,3.5521612208287427,NCLH,1.1269066826608487
2013,24,AZO,3.496395363443628,JPM,1.1418582286194345
2013,24,HBAN,3.4415421918050044,MSI,1.1833719967550436
2013,24,ADS,3.314641035536809,UAL,1.1879822863046954
2013,24,IBM,3.2677992072930833,EXPE,1.1888232511117445
2013,24,PPL,3.208084015219357,CHTR,1.237242494702564
2013,24,CL,3.193627360188214,AYI,1.2515315452815972
2013,24,ATVI,3.159109227118248,AAPL,1.2690706367004767
2013,24,CHK,3.1324836826719182,EMR,1.2712861732967125
2013,25,WU,3.6157642894486663,T,1.2980772105189178
2013,25,DISCA,3.499419987379189,LLY,1.3130701540386513
2013,25,KEY,3.485390662469018,PNC,0.9773146776840221
2013,25,PCLN,3.46434913815771,EXPE,1.0071979729828493
2013,25,CMG,3.145389746721052,AYI,1.0446048431079775
2013,25,HIG,3.082341331743518,CTXS,1.080741205105077
2013,25,MAA,3.0230016467967658,ES,1.1213306880041847
2013,25,NOV,2.970734330114534,FE,1.1262649414276595
2013,25,AZO,2.968129625356726,WFC,1.185378266013012
2013,25,ETFC,2.954244235666395,JEC,1.1997890523335983
2013,26,OMC,3.33183116206842,WAT,1.2113476258151943
2013,26,BK,3.3286823230502534,SLB,1.2229341254584385
2013,26,NI,3.292080488059181,LH,1.2423546679884014
2013,26,SPG,3.185838403564963,GIS,1.2580607149376357
2013,26,COL,3.167058620733475,IQV,1.274588024492918
2013,26,MU,3.110331355887061,TAP,1.275110106352412
2013,26,HCA,3.094610692193689,SYY,0.9188415180610205
2013,26,TWX,3.086956513545708,AIV,0.9943015128564351
2013,26,AMD,3.0848539648764137,CB,0.995879166270899
2013,26,TJX,3.0668618914715386,REG,1.05571486936006
2013,27,CI,3.894666141998884,DLTR,1.058196926029235
2013,27,PBCT,3.5527441417558743,ADSK,1.1572700161722476
2013,27,CHD,3.4442013374654263,ILMN,1.2090484697161685
2013,27,RF,3.1724988921258164,CERN,1.2104562738711868
2013,27,AMD,3.141161302013331,CHD,1.2255937342096668
2013,27,GOOGL,3.128206757041964,VFC,1.2308230869010637
2013,27,PCLN,3.0989713713436102,DIS,1.2638832947350291
2013,27,T,3.097430084149873,NRG,1.2764925638926095
2013,27,CMS,3.0293189637136066,LOW,1.277046618065101
2013,27,TROW,3.0206290041555297,FBHS,1.2816374318667842
2013,28,PCLN,3.8773357799268844,NTRS,0.6194783414048483
2013,28,ESRX,3.4931562907112337,WEC,0.8445032024901487
2013,28,D,3.432166664052063,PNC,0.9262545854058799
2013,28,AMD,3.3930242064055833,CMA,1.0515852862644608
2013,28,NWS,3.353352818140108,DG,1.05307505761832
2013,28,WY,3.333529499380311,TAP,1.0720947210667922
2013,28,AMZN,3.274565138056417,KSS,1.099764763706305
2013,28,AYI,3.2125697027908457,AYI,1.1038848869935707
2013,28,RF,3.183997235270562,COL,1.1783948147811356
2013,28,REG,3.1767367990894533,LKQ,1.2449849524868304
2013,29,SPG,3.6245220375487,ANDV,1.2456209667950935
2013,29,REG,3.541745109877529,PGR,1.2475116904475203
2013,29,WU,3.458638634952384,AIG,1.2798897580651785
2013,29,SBAC,3.4576441352065395,ADSK,1.2918907926316217
2013,29,ROK,3.278595412165702,BMY,0.8851132020365181
2013,29,ETR,3.240779413003988,PDCO,1.104206892642122
2013,29,PCLN,3.210373681366576,KMI,1.1505146582585302
2013,29,NWSA,3.203157163121344,CMA,1.209431620385818
2013,29,ACN,3.1950593627355386,DVA,1.221679716557214
2013,29,AMD,3.1218493789717434,CBS,1.2305275495572703
2013,30,AMD,3.9454911176161027,M,1.2315132218899492
2013,30,PCLN,3.3056589416423767,WEC,1.2373059812976293
2013,30,HBAN,3.184980438592667,AMP,1.3043630913895035
2013,30,F,3.1699737565657196,MLM,1.3067669959869663
2013,30,EXR,3.1368053610916222,VFC,1.3220456806640126
2013,30,CHK,3.1128244475560054,FBHS,1.3267683244988815
2013,30,RF,3.1043085029809787,NBL,1.3276328680915863
2013,30,CNP,3.052220020149746,ICE,1.340547539437848
2013,30,INCY,3.0342019382962544,DVN,0.9008512193985133
2013,30,AMAT,2.9906951639942614,MET,0.9802271663014276
2013,31,AMD,3.5097987194086544,SWK,0.9850525582940011
2013,31,ABC,3.42355643473511,EIX,1.0198839445368595
2013,31,BLK,3.330063120513755,PCG,1.097275833592189
2013,31,VLO,3.2783252970864387,BK,1.1008622460649864
2013,31,PCLN,3.2173958787868124,PRGO,1.1601246450335911
2013,31,HBAN,3.1995161129113594,LB,1.1730262803058318
2013,31,MPC,3.197475642236438,LNC,1.1823444614820295
2013,31,ATVI,3.1560194660774963,PCAR,1.1936479543853606
2013,31,HRL,3.1446858079908204,APA,1.21314162217397
2013,31,GOOGL,3.116122310366325,SIG,1.2138237747088165
2013,32,WFC,3.4816765495630997,KSS,1.236123249115018
2013,32,AMD,3.421129098776086,HSIC,1.2662327647454548
2013,32,KEY,3.289256618415955,LYB,0.9329049451828115
2013,32,CTAS,3.2064442058124136,ALL,1.0454211255528159
2013,32,REGN,3.2024831703033185,PKG,1.108017920447021
2013,32,UAL,3.1546917860788417,RRC,1.1082880403924584
2013,32,GOOGL,3.1108592946840226,TMO,1.113495219743719
2013,32,ADS,3.10567934863309,TXN,1.1235110807919895
2013,32,AMAT,3.076820486680635,LMT,1.125946154639302
2013,32,AGN,3.064616953559064,MTB,1.14803979018895
2013,33,PCLN,4.283720344554178,JWN,1.1803094125359384
2013,33,NKE,3.570266204535721,VRSK,1.1928849573845222
2013,33,AAL,3.451154718646447,SO,1.2009997463142303
2013,33,UPS,3.2159906376916942,INTU,1.2038354843939565
2013,33,CMG,3.2031169896686977,SNA,1.2078795931795026
2013,33,AZO,3.1159116188045877,AET,1.2270006604018375
2013,33,NOV,3.0882220192408214,DUK,0.8207813262907908
2013,33,NFLX,3.0511234635473423,DOV,1.086450764486521
2013,33,FITB,3.0340848324967356,LB,1.1063635511410315
2013,33,HON,2.991342246465122,CVS,1.2187455949796369
2013,34,PFG,3.5572337657510174,ES,1.2253233411737425
2013,34,FBHS,3.5369111423534134,NFX,1.2388774899104253
2013,34,AZO,3.4658989274584995,AJG,1.2513836397770253
2013,34,PM,3.4602376761957574,OXY,1.2530944638182777
2013,34,AMD,3.3886561375201625,MON,1.2714192602560397
2013,34,KSU,3.3603655757913593,CTSH,1.2767813549625247
2013,34,LUV,3.359682833565169,LYB,1.2958860323494332
2013,34,PCLN,3.34027296862547,JEC,1.3045546494131226
2013,34,MGM,3.29005265064382,DHR,1.3065043292455811
2013,34,L,3.2111281263177083,RJF,1.3213791365012364
2013,35,LYB,3.435004107567329,EBAY,0.9651161050374737
2013,35,PEP,3.4340386809908545,NEM,0.984598806438189
2013,35,FOX,3.396046105864489,CTL,1.0209302177340382
2013,35,PCLN,3.3649927592752995,DUK,1.0745281088051908
2013,35,AMD,3.1782612996395896,CINF,1.1141014657637174
2013,35,CHTR,3.124651258468662,CVS,1.1233421330780256
2013,35,TXT,3.1168358410926222,PKG,1.126811538048918
2013,35,IRM,3.0844979555105323,PM,1.1327634379334741
2013,35,SRE,3.0819819940290167,HAS,1.1435982588608005
2013,35,CDNS,3.0269700310004115,CTXS,1.1709888416713208
2013,36,GILD,3.8653730874997043,DLR,1.1767228558710559
2013,36,BIIB,3.5726367020638015,CHRW,1.1941151102719656
2013,36,COL,3.534645590694589,HON,1.2058875820832815
2013,36,PCLN,3.3919597106781443,TGT,1.2080002966994963
2013,36,CMG,3.3010205443688783,SLB,0.9122909516040982
2013,36,URI,3.293637510321852,PG,1.1180510748077093
2013,36,AZO,3.287909463970307,VRSK,1.1297812126116746
2013,36,BA,3.283905373767818,MCHP,1.1747884169787164
2013,36,LKQ,3.2501053890826697,WYN,1.1752139506215022
2013,36,MSFT,3.249710545297954,PNW,1.1764371635892457
2013,37,AMD,3.6033344833585774,TGT,1.1859134093996986
2013,37,PCLN,3.588347650892454,VZ,1.2065271461652227
2013,37,XEL,3.4145790443837343,FMC,1.2104163806904467
2013,37,DG,3.3478275277213596,PNC,1.2117932039820731
2013,37,DGX,3.214368076549241,AMP,1.2142513836809354
2013,37,PGR,3.1799583265570277,MON,1.2298251976898797
2013,37,NKE,3.158853599402647,BRK.B,1.2308361790559592
2013,37,PPL,3.1411154471241987,PH,1.2357884998587954
2013,37,RHI,3.094806681859581,VMC,0.8725747201093729
2013,37,PBCT,3.03873334593676,LLY,0.9453185036623035
2013,38,PCLN,4.059471016446148,CA,0.9914869794677024
2013,38,AMD,3.8726724735767264,ALL,1.0695337334363588
2013,38,ROP,3.642503932140027,CTAS,1.081667772170451
2013,38,CI,3.5774415272431943,FAST,1.1308878519425603
2013,38,HBAN,3.1774701375910355,BAX,1.1436824259064342
2013,38,ISRG,3.1421928987125605,GILD,1.1530242361453973
2013,38,NRG,3.0953671555008446,AON,1.1649967505367134
2013,38,BIIB,3.0510783409013413,HCN,1.1663449288489356
2013,38,MCK,3.0394958157470278,EMN,1.1924490253781674
2013,38,FLS,3.0122159914920905,TAP,1.2076195180379743
2013,39,PEG,3.5118206631339293,NCLH,1.2286462005858327
2013,39,PCLN,3.482467124865573,CERN,1.2322094676314026
2013,39,NVDA,3.3620171848351412,TIF,0.8835398033434224
2013,39,PHM,3.352670373449276,JPM,1.0160670391239282
2013,39,RMD,3.2803905935745945,MAA,1.0275670547258178
2013,39,TRV,3.221383792872607,COG,1.0590832165499073
2013,39,FTI,3.1520366328641023,DLR,1.0651503905281785
2013,39,XEC,3.1448353681178567,EMN,1.1482755454007347
2013,39,AMD,3.130261130797745,KORS,1.1771521553041824
2013,39,HOLX,3.0583882299170546,DHR,1.190216241481234
2013,40,PCLN,3.786100177988078,WHR,1.1943821797147602
2013,40,SJM,3.749071177119859,K,1.2067113855562894
2013,40,EW,3.4197764486255244,SEE,1.2290506787342648
2013,40,AMD,3.307335150720055,CCL,1.2322638316319903
2013,40,ULTA,3.302858281044615,GM,1.2597460953587298
2013,40,DFS,3.302466937083955,ARNC,1.269926447945553
2013,40,M,3.2301813489705054,MA,0.9179040439257878
2013,40,OXY,3.147643477876436,VRSN,1.0900606447936172
2013,40,CMG,3.1373061835184073,SIG,1.112143112234551
2013,40,RHI,3.034805302248958,JWN,1.1312105583518763
2013,41,WHR,3.5188202680708636,MRK,1.1366712065073479
2013,41,KSU,3.5019358832731187,IQV,1.1608843976069285
2013,41,FLS,3.380793582740819,AVY,1.1867373421521297
2013,41,PCLN,3.360781147285402,ZBH,1.2076253745260002
2013,41,TXT,3.283014042228371,UHS,1.228854333681268
2013,41,BIIB,3.1099830306514065,CTL,1.2385252328398069
2013,41,CAT,3.056873337219702,ES,1.2567003431784882
2013,41,AMD,3.05280018564835,ETN,1.2755902446309375
2013,41,WU,3.025473918655523,JEC,1.2944568791815292
2013,41,MSI,3.0071313616645217,EIX,1.2969671154540632
2013,42,AMD,4.363719227022405,STI,1.0108830991442888
2013,42,APC,4.034708717269242,MAA,1.0831093539131522
2013,42,IVZ,3.838270068227346,KORS,1.0846026503067256
2013,42,BIIB,3.4494719259222095,ROST,1.150421900625828
2013,42,TRIP,3.415238595175304,CVS,1.160947258451642
2013,42,CMG,3.3313885239098555,FFIV,1.1609944840201458
2013,42,MDLZ,3.3106567182582554,CI,1.1707210987761512
2013,42,ADS,3.2845163608311205,PFG,1.1851304913469662
2013,42,SRCL,3.27771682604888,HSIC,1.2023152579945822
2013,42,PCLN,3.218267566895966,ECL,1.2075911736597056
2013,43,PCLN,3.8477584190060847,SLG,1.2154130688355853
2013,43,KMI,3.820446271003111,MRO,1.2319368524042995
2013,43,HIG,3.6855201955596946,HCA,1.2401200531348666
2013,43,AMD,3.5319417908866706,TWX,1.2552177177242132
2013,43,PVH,3.503802887732417,CVX,1.1120454065901844
2013,43,VLO,3.4786404317049273,ADI,1.1710889045951398
2013,43,BIIB,3.2705511223896635,CI,1.1784978569682703
2013,43,HBAN,3.177245543247152,XEL,1.2214040746085537
2013,43,TRV,3.125669303897632,GRMN,1.2322674335951138
2013,43,TAP,3.11608454187213,TXN,1.2332940461015691
2013,44,AMD,3.7741249888607613,ADM,1.2360592181507248
2013,44,PCLN,3.313519728853241,LNC,1.244567151399281
2013,44,GOOGL,3.2964979460903217,NUE,1.2585135268709995
2013,44,AZO,3.2450758391398544,DFS,1.2643626035556301
2013,44,CMCSA,3.2258827681451727,NSC,1.2645784163744893
2013,44,IPG,3.1475999978613967,CA,1.2943085696433108
2013,44,CHK,3.1396351555729702,APH,1.306332967406428
2013,44,CMG,3.1212017834610046,WEC,1.3193694564909773
2013,44,DISCA,3.094651294339845,WYN,0.8919206707628291
2013,44,MTD,3.0934898642221302,VMC,0.9813730497440941
2013,45,DFS,3.8799054676640368,ANDV,1.1276165541101002
2013,45,PCLN,3.7542403111090854,OMC,1.1496548588844324
2013,45,AMD,3.590022843669213,FLR,1.181415337464936
2013,45,BSX,3.5733155139144963,VRSK,1.1824277069114157
2013,45,AFL,3.419616738391787,HCN,1.2104753339537164
2013,45,RF,3.181497232417708,KLAC,1.231530936644858
2013,45,HBAN,3.1656293246669036,AAPL,1.257905421680208
2013,45,MON,3.099660153408771,MCHP,1.2632937190585656
2013,45,COP,3.0928014287598273,SPG,1.2861421917845584
2013,45,CMG,3.070261079942218,LRCX,1.2884003070004872
2013,46,CMG,3.6253400370809863,PNW,1.3078206463518924
2013,46,GILD,3.530367263379431,HAL,1.3165435729960415
2013,46,PCLN,3.5188021757835863,PSX,0.913882122300563
2013,46,JBHT,3.508900103619432,AAPL,1.0300264516072275
2013,46,DG,3.489156690714308,TRIP,1.091867802105264
2013,46,SEE,3.387648057830323,JPM,1.1223084714644247
2013,46,CNP,3.323652513827715,NLSN,1.1445422230689093
2013,46,AMD,3.296836916027508,KSS,1.152608013755864
2013,46,HBAN,3.292442358563831,PNW,1.2272506055172703
2013,46,PBCT,3.281685809332823,ISRG,1.229638290504398
2013,47,AMD,3.779931844128386,CELG,1.2309297752594937
2013,47,AMZN,3.729021097694995,MSFT,1.2449365118796933
2013,47,BLK,3.556878168479456,FAST,1.2500892089661748
2013,47,PCLN,3.4716324942465135,LRCX,1.2915619920028967
2013,47,SRE,3.423975804214483,RJF,1.3053306822929156
2013,47,GOOGL,3.260760564598054,TMK,1.320793480307353
2013,47,CNC,3.2510917308766865,MSI,0.853761586619009
2013,47,KIM,3.2462362450118136,DVA,0.97517516502358
2013,47,MU,3.186578417886686,DLTR,1.0627497356329396
2013,47,CHTR,3.157791017500806,BBY,1.123438059273987
2013,48,CHTR,3.500115982921814,GIS,1.1394052008221183
2013,48,BAC,3.467257970136017,ALL,1.1546609314319176
2013,48,RHT,3.3842770378925766,APD,1.157372739365738
2013,48,BLK,3.3668194467856423,NI,1.1767383473348068
2013,48,GLW,3.3246134568085486,UAL,1.187397987626759
2013,48,PCLN,3.324583106151586,VMC,1.1983021441093304
2013,48,ETN,3.2802628116965926,HES,1.2132105729219838
2013,48,GOOGL,3.261664725283644,ALB,1.217236486758941
2013,48,AMZN,3.234475145724468,CELG,1.2182969814072966
2013,48,FFIV,3.2163744034645623,ULTA,1.2185877977884496
2013,49,IFF,3.558523479826164,IR,1.0708347117049932
2013,49,AMD,3.516317074157409,ADM,1.119418293538621
2013,49,PCLN,3.3842477291499677,BEN,1.1495257325599493
2013,49,NVDA,3.330312451282267,EBAY,1.1724488536749447
2013,49,AIZ,3.304126793401237,ZTS,1.211714343335559
2013,49,CAH,3.215780374168465,KMB,1.220159816244576
2013,49,DHI,3.206244332161692,BK,1.2733983272291813
2013,49,CBOE,3.1892159472980715,UPS,1.2754157964704311
2013,49,ARNC,3.1659324551465686,OKE,1.2923698302848392
2013,49,TSN,3.162565996717752,OMC,1.298448807746792
2013,50,REG,3.6518477174324375,RCL,1.308253121716012
2013,50,AMD,3.62590636788065,ACN,1.3119521129815261
2013,50,DGX,3.3712580197657944,PM,1.3235676930045086
2013,50,RF,3.326432583702908,AET,1.3245156055668907
2013,50,VFC,3.306549418561823,AYI,1.119181594678711
2013,50,AGN,3.3020176147389306,AEP,1.1577537391876664
2013,50,CVX,3.295727985606451,LNC,1.171964358700964
2013,50,PCLN,3.2909208488844692,CVS,1.2124599218953698
2013,50,HAL,3.278227741409251,HIG,1.242389419337519
2013,50,MYL,3.175344783396149,ES,1.2813023400496037
2013,51,PCLN,4.3636632375079,HUM,1.293591075503863
2013,51,FFIV,3.458091923487442,VMC,1.3073065019931325
2013,51,ACN,3.4202454114872074,IVZ,1.3161654769461866
2013,51,AMAT,3.3816957722372805,FAST,1.3237121251574113
